id, name, address, status
703749,name423210,address497987,status435259
367559,name155510,address781269,status922851
696794,name875874,address184832,status641818
159372,name92752,address496314,status271543
477094,name981198,address17082,status996257
509882,name262528,address840151,status251397
815007,name107948,address785422,status494450
499450,name384098,address467298,status780308
230194,name463558,address321950,status436363
867653,name489084,address601462,status912487
341305,name673838,address628108,status692674
441514,name973692,address685710,status656890
147394,name182657,address563580,status41482
39048,name684991,address857159,status931525
916943,name237478,address472149,status435310
938062,name454854,address205986,status804470
144592,name489934,address474112,status424467
898114,name780224,address201214,status205497
946026,name530163,address844519,status94967
947319,name454788,address976994,status819505
67123,name159834,address471287,status621110
104852,name458197,address235121,status765757
778866,name197971,address454686,status309569
906196,name927646,address45107,status479094
214563,name897653,address215116,status802790
324096,name244214,address688082,status183789
593841,name518501,address542710,status40269
428662,name150747,address652633,status683631
607738,name1677,address763982,status782903
531493,name549816,address951095,status986370
312142,name416614,address939532,status361535
36366,name76576,address224762,status702247
858992,name139441,address387879,status540634
1732,name816146,address453524,status857112
456403,name341431,address169116,status685464
344556,name40821,address246809,status707976
319197,name559374,address476902,status262818
739389,name489819,address933886,status559656
865894,name430804,address629507,status731708
670209,name639103,address832155,status780638
333306,name602995,address697333,status581826
401938,name461512,address709866,status578061
699090,name594398,address277118,status464876
645469,name579910,address208133,status550225
241759,name704656,address804194,status343243
798882,name762737,address61227,status962177
829055,name101649,address305704,status790987
839473,name100911,address14906,status145902
799493,name329202,address226457,status297329
529453,name507277,address383158,status729824
542645,name785933,address888063,status656541
870093,name334466,address99009,status463325
38852,name390856,address320871,status495494
264534,name483761,address802016,status859172
717852,name199952,address566559,status567234
946721,name762020,address405692,status477355
859157,name854944,address185144,status109373
977051,name225811,address136477,status932262
33981,name535865,address429380,status329982
165567,name656093,address197360,status452801
594705,name265449,address406616,status777319
335645,name838860,address637890,status499234
32705,name844870,address687883,status489652
109591,name907731,address885571,status38442
683887,name478322,address91573,status774200
824030,name922960,address814532,status671666
522736,name980758,address82800,status646245
234616,name494412,address955128,status420560
433033,name601704,address358554,status80066
928189,name259703,address417270,status338193
789874,name249639,address25553,status807284
499093,name728111,address754868,status452350
125014,name746587,address670068,status770936
571771,name795319,address502349,status514265
781584,name488151,address95208,status924964
624380,name214914,address88060,status684190
502384,name167353,address673168,status516395
458488,name911655,address554142,status19525
600500,name869030,address120916,status129111
276064,name891371,address177332,status76860
224462,name301072,address501595,status930831
988982,name775293,address939870,status677998
315940,name545329,address146768,status30992
40271,name7026,address489568,status64512
364298,name543183,address468127,status755766
603731,name818447,address708384,status198416
326281,name788472,address316152,status318130
874491,name382141,address835621,status367415
352156,name395781,address70603,status558162
510354,name629012,address714137,status286150
899181,name309720,address132619,status306046
903413,name362578,address128712,status119689
780828,name215135,address622315,status369654
355986,name914403,address179999,status369545
217144,name711121,address72355,status507031
79212,name862808,address703469,status486595
260867,name805677,address499115,status856917
479508,name623793,address127524,status364788
264561,name79104,address518205,status492864
416753,name628118,address386712,status692878
57705,name861597,address474007,status288065
340473,name118871,address464766,status374977
723650,name441316,address830262,status820699
385077,name12337,address800238,status123829
185863,name474045,address709852,status430892
10753,name768585,address843554,status620172
957235,name194524,address977355,status786155
587336,name111280,address410292,status24674
401333,name636220,address400775,status167657
623563,name469023,address327587,status915790
824109,name547750,address959256,status834770
568731,name740986,address62158,status790432
894700,name418729,address211205,status893355
113370,name401935,address470390,status894563
957431,name961120,address316569,status72275
946558,name777365,address289088,status15578
547781,name842161,address310368,status387523
268686,name693103,address200752,status841924
346556,name653834,address896171,status224656
123618,name349800,address810415,status259481
265463,name573668,address860295,status197285
49190,name574967,address111238,status885644
881986,name67074,address100298,status550412
455511,name467258,address831648,status314888
856539,name85488,address46022,status989283
702084,name292988,address518155,status380341
936243,name678853,address823315,status183337
940302,name245872,address754167,status382899
364203,name144035,address764233,status42480
370919,name396341,address950517,status675163
957015,name438708,address915266,status607913
526550,name254610,address165496,status945155
643582,name140140,address251804,status597662
22706,name714360,address374423,status657784
83415,name418891,address987253,status931504
235554,name889797,address590408,status249602
534476,name92890,address577709,status552287
193763,name819389,address905062,status841317
568954,name44651,address48359,status724288
713601,name840721,address903084,status171292
528239,name553690,address54279,status63366
56539,name895385,address669048,status161822
116714,name980432,address105844,status512827
341219,name946075,address720520,status8283
371615,name559676,address553239,status896389
664156,name96900,address212991,status27518
201200,name717914,address738138,status949475
551386,name408811,address615456,status36073
601140,name284782,address818666,status890223
838724,name935698,address510033,status980157
904051,name455623,address383349,status361436
611029,name600294,address949210,status645713
454374,name377534,address889644,status764983
694486,name325244,address120291,status480440
301947,name508790,address225473,status959848
96102,name326676,address453561,status558526
893392,name630427,address721322,status802863
356466,name660247,address167944,status10921
937331,name711845,address646492,status925609
899772,name111962,address816482,status495097
732392,name620564,address382224,status338058
411287,name786971,address923318,status142569
537633,name343091,address574016,status688481
549608,name47104,address979161,status115054
863047,name701334,address233194,status327577
203367,name885213,address740416,status402165
190064,name161309,address572236,status580020
931483,name501420,address75523,status52774
187366,name184497,address887526,status975248
673185,name186516,address305244,status197669
624742,name825668,address126267,status114916
519654,name438436,address692453,status516173
601053,name154387,address583119,status415617
494567,name898902,address818013,status27765
809773,name226725,address69225,status823122
821751,name505103,address541987,status590381
411686,name430026,address24402,status80670
47609,name717083,address348537,status523583
416396,name447390,address762196,status563779
592546,name378291,address801985,status265968
538135,name505861,address615740,status981562
242360,name677432,address573123,status643454
550574,name950510,address685528,status534167
103509,name148534,address285413,status591713
551978,name245075,address238713,status41160
857251,name118756,address357745,status859595
83673,name257524,address891570,status97491
345633,name130272,address142226,status451754
936568,name701793,address14806,status131290
443548,name60662,address588566,status79267
655031,name5743,address170045,status548055
710710,name522263,address192045,status435990
13497,name333247,address104319,status790434
907299,name986019,address940072,status168542
100752,name972284,address634359,status999592
188582,name663713,address817082,status849167
301125,name203675,address84608,status239603
594584,name401284,address723706,status661176
894413,name79578,address191035,status871590
79969,name888101,address673567,status552993
365908,name404867,address987719,status191936
27708,name66509,address863554,status778891
292086,name261352,address767559,status868502
742583,name174634,address507422,status206516
640320,name462118,address282335,status684762
49264,name625110,address818387,status87378
25523,name76644,address528439,status701208
275480,name726677,address459806,status79317
9921,name430674,address399926,status302325
845299,name390933,address689379,status237927
199758,name143532,address409159,status769201
466582,name451629,address86307,status711853
130479,name258679,address341271,status14435
91624,name91552,address205445,status631876
471342,name211264,address521428,status533057
35681,name213401,address504656,status666374
692483,name928929,address777391,status551767
109260,name230702,address50991,status461253
963804,name272958,address919450,status446284
821448,name57439,address283755,status90252
113749,name533761,address595851,status186786
113027,name570966,address289972,status704611
934592,name886947,address538807,status74549
523070,name217511,address812440,status273161
488478,name864228,address466519,status386616
959051,name566606,address903562,status44345
555428,name367119,address506789,status693053
746577,name937205,address724636,status949223
498935,name566329,address995679,status308395
824582,name54893,address806340,status771586
202415,name464705,address541123,status280967
446707,name664113,address122778,status529010
474391,name448911,address490065,status116334
713012,name868840,address871192,status354072
137642,name296534,address665164,status716566
641717,name97122,address434328,status721618
12632,name574291,address772344,status414610
508341,name879384,address141977,status278710
302206,name916749,address861853,status226253
240710,name902957,address286970,status695571
123185,name621589,address196994,status419019
17610,name675505,address917309,status913077
549875,name61509,address185394,status175085
79479,name422362,address364677,status373024
369532,name281155,address278842,status681323
81812,name968650,address437015,status608594
979378,name721852,address433128,status729
942457,name440206,address150044,status551618
5616,name428267,address145165,status469412
582802,name678683,address727261,status884261
50818,name816081,address547196,status695124
637532,name16337,address740549,status739365
227623,name772540,address514504,status875402
939622,name457209,address168931,status851754
42638,name776898,address746889,status573824
316113,name193288,address124324,status40595
663705,name596932,address253015,status241869
794384,name158044,address995868,status978939
734300,name262702,address466637,status93600
977832,name32059,address524798,status981814
95262,name966131,address757127,status523970
706609,name948697,address447647,status512659
318614,name419282,address875043,status520215
257618,name141456,address105143,status193817
790638,name465686,address798531,status468507
363400,name791207,address812703,status916043
105284,name159503,address726345,status46886
398367,name319181,address671123,status933542
637603,name757019,address462362,status420457
800759,name734940,address991856,status899360
186574,name629025,address126939,status841776
26752,name466712,address339703,status430888
680949,name620690,address236278,status125151
852541,name262575,address370568,status272298
394302,name165609,address644758,status530360
730053,name785145,address429927,status269450
189629,name260137,address237605,status849489
293117,name455480,address168634,status193253
238843,name178211,address733141,status169312
244318,name541398,address892809,status103061
823602,name436719,address214548,status317744
788661,name412459,address484284,status497900
450254,name766319,address409877,status90411
771549,name186485,address572896,status247605
897453,name342545,address83150,status566799
741062,name880863,address681570,status973495
325088,name25547,address748276,status863867
650993,name504253,address163857,status315699
314407,name262111,address959616,status951265
103218,name86540,address367264,status708707
469752,name52694,address503021,status985042
422060,name150580,address56097,status822715
968121,name703751,address707830,status210552
187736,name587335,address936650,status552362
820417,name756366,address463836,status792148
114941,name617729,address98803,status157207
91226,name539031,address990942,status446278
707896,name558343,address538518,status160293
755777,name195474,address987071,status640579
966518,name594858,address699917,status618737
482276,name696830,address562884,status238750
716597,name206243,address540312,status248912
375458,name555168,address523698,status256257
982854,name730134,address257172,status108948
759566,name568138,address974547,status270706
816397,name684753,address183683,status47558
280172,name60823,address917426,status878865
960639,name376459,address209418,status953386
27890,name213930,address48410,status330774
74018,name695655,address442542,status891840
792136,name452532,address516890,status662933
679760,name519024,address253910,status345278
724616,name724909,address554499,status323003
15859,name954652,address679180,status404441
922622,name651224,address101095,status173135
366474,name339340,address760571,status205435
151592,name345281,address405340,status962164
912419,name539527,address597681,status424139
348726,name941055,address371191,status445219
135902,name355780,address441822,status279978
691658,name738612,address871633,status359475
953648,name532254,address857811,status492722
768185,name269962,address429445,status929107
320540,name689951,address894212,status619447
245513,name651637,address198255,status796364
166843,name34488,address982854,status540743
766960,name898357,address576814,status625537
331573,name918724,address968849,status2795
694938,name4690,address929570,status625840
904582,name62730,address84670,status643750
244835,name314528,address140846,status474607
407161,name541434,address590345,status35058
284441,name46715,address65462,status798769
404911,name471468,address101391,status42440
791931,name428169,address858082,status147521
865241,name943782,address206737,status864278
625724,name992508,address164313,status49284
404473,name858068,address139887,status7496
417663,name375375,address591558,status976313
858725,name15312,address519342,status635457
933084,name456582,address92630,status749497
957380,name19417,address131314,status771808
701466,name557552,address642487,status332920
90574,name723677,address841987,status532478
190706,name72038,address991963,status732868
633295,name106865,address199116,status532524
861458,name29003,address21938,status581379
646692,name897237,address473495,status940535
52695,name56331,address355571,status314935
891259,name373042,address238674,status101926
911953,name655966,address814227,status656315
662295,name261021,address83468,status714295
16770,name534019,address912843,status912324
609930,name784467,address300727,status657063
820767,name420039,address281814,status67938
885049,name882941,address106280,status950057
28749,name152894,address119280,status99774
312603,name135339,address601362,status686955
258916,name357638,address526743,status128540
265402,name137242,address852430,status315990
637039,name930953,address110094,status698840
940335,name521648,address394390,status198284
562794,name923192,address969429,status73322
320745,name861884,address172101,status982442
563394,name292306,address238833,status774179
126311,name996856,address917912,status601989
210520,name754845,address136234,status997936
236857,name68105,address56495,status751982
910718,name226025,address735495,status415060
475394,name402555,address778252,status567152
821559,name208658,address274835,status27375
38456,name791110,address237266,status630862
158139,name529468,address765595,status763195
896674,name67982,address241222,status908296
141360,name963670,address194158,status511242
337944,name658716,address558609,status209172
200305,name713818,address526235,status37195
522183,name590376,address666556,status697830
49355,name387400,address491573,status885509
735978,name672208,address826035,status94826
257530,name791536,address75410,status298712
877521,name687839,address199170,status960646
768112,name26087,address658823,status57728
902749,name779721,address582810,status59547
720974,name716238,address723373,status361171
866817,name300523,address694924,status171843
759465,name429071,address330911,status861183
246658,name504013,address972492,status818385
952262,name985569,address332921,status680847
12280,name189985,address703663,status721814
96413,name119105,address551514,status823909
751754,name339203,address265901,status744664
196377,name566585,address772194,status823934
383413,name699640,address7007,status89498
545365,name856027,address904372,status278259
599750,name371121,address338305,status281816
794208,name683460,address92341,status385524
136346,name726471,address399409,status302793
333370,name263771,address864394,status413261
318052,name446846,address227693,status292062
686612,name401552,address258845,status787170
650855,name733891,address246105,status783231
420115,name95519,address25177,status488180
360504,name606256,address605494,status1810
334414,name518413,address423657,status865115
763837,name48709,address601131,status993845
23883,name661351,address494716,status362059
636783,name71918,address385280,status787201
788037,name241351,address825091,status803217
894043,name235905,address226269,status114695
185064,name75280,address145265,status390677
57244,name990334,address16847,status587028
191251,name838575,address920570,status744344
298659,name346703,address134019,status70318
668948,name111130,address849044,status201972
579887,name158919,address40585,status510037
939823,name812370,address123128,status663521
965652,name960997,address959313,status162821
86039,name91746,address578529,status953899
790072,name26384,address740401,status198385
743411,name745183,address233867,status578430
157009,name77785,address950044,status540231
338842,name88103,address924725,status418781
855976,name622590,address408171,status543472
102358,name207012,address781215,status331172
397656,name549219,address779544,status11982
15205,name725448,address457740,status17931
377486,name316568,address701694,status901181
483890,name133137,address839361,status653667
634314,name271960,address811034,status150292
964512,name771460,address741251,status827032
288221,name865989,address350924,status948323
607807,name802418,address540189,status950319
133609,name736815,address922518,status382068
647572,name323383,address912279,status385159
397220,name431308,address403611,status520077
515157,name632440,address429375,status219418
585492,name343102,address100449,status850026
140202,name929186,address85347,status102458
922771,name628882,address555983,status991940
735341,name16368,address237269,status27094
108684,name140669,address717871,status973134
25066,name299619,address979557,status357556
666876,name397855,address148588,status771444
607199,name872201,address506090,status958774
143985,name474881,address381781,status645148
957117,name557240,address605945,status952343
349774,name973656,address918552,status8742
687460,name223953,address91563,status171053
477764,name743105,address687111,status521134
911722,name970175,address737243,status946342
455258,name844485,address313814,status62086
429461,name292663,address147493,status661708
57894,name479828,address922138,status680126
962779,name472952,address837352,status607171
822225,name405323,address398667,status634526
94761,name642250,address706052,status106247
946007,name367920,address222786,status633640
407129,name467776,address201885,status110321
846084,name986162,address897979,status467224
796601,name214392,address458837,status234993
450423,name36907,address544212,status808101
53322,name244759,address990549,status950226
234594,name357983,address504076,status770815,
66371,name7550,address29783,status25321,
92615,name56165,address73355,status22014,
74786,name95376,address27259,status49199,
27500,name99189,address29848,status45281,
81223,name92485,address49146,status21967,
55260,name76006,address93005,status42737,
41693,name6448,address54594,status47850,
49001,name17216,address87015,status92910,
62254,name44284,address80049,status72270,
55912,name28004,address85812,status50242,
32680,name48753,address33301,status35154,
26960,name76877,address21175,status2688,
14778,name66318,address90097,status47285,
79384,name73904,address41249,status64359,
54487,name70926,address93210,status56099,
62461,name26941,address92537,status48541,
73105,name9701,address66006,status30418,
48665,name60445,address69557,status86454,
20030,name91202,address58139,status6238,
70189,name42708,address2398,status87916,
22711,name59949,address21174,status46867,
13719,name97374,address86576,status99398,
68659,name68007,address28321,status37633,
4156,name80947,address59926,status41619,
12560,name47886,address13930,status78983,
92511,name76356,address15922,status2382,
20554,name26584,address38706,status66186,
8487,name52157,address82194,status31961,
41281,name4628,address11691,status54396,
23869,name93955,address50812,status12355,
33495,name15470,address29273,status46359,
4683,name46805,address50498,status88260,
97615,name4170,address16658,status97377,
21213,name72493,address99438,status7742,
10575,name89766,address14877,status46440,
36067,name37598,address8119,status90875,
29726,name40762,address13782,status94117,
6573,name18388,address99913,status93683,
34310,name29272,address28840,status19610,
62925,name54521,address82625,status35460,
92658,name69838,address25489,status55158,
61400,name17132,address25230,status44026,
17553,name70528,address69633,status27565,
79652,name80169,address1201,status14086,
63313,name25392,address54330,status74402,
97195,name31846,address12989,status52457,
39428,name31576,address84913,status17278,
58439,name5809,address96887,status89576,
95806,name78732,address93963,status21080,
36851,name62773,address7958,status16854,
60148,name1243,address11264,status38796,
34511,name68339,address14147,status28559,
81117,name78860,address69819,status83910,
40860,name56331,address55674,status31096,
14069,name95363,address440,status73526,
26460,name64882,address20775,status98850,
23829,name64891,address53700,status25531,
72755,name1275,address91434,status88582,
33019,name64618,address2976,status6491,
34024,name45361,address25427,status58601,
92616,name12450,address25918,status15814,
32580,name38648,address30501,status4086,
84477,name76236,address50978,status35607,
26673,name68785,address82326,status75208,
70204,name70188,address82369,status54644,
92699,name15828,address32493,status60415,
40460,name30626,address87365,status76939,
98386,name63541,address73315,status14343,
75477,name62501,address47270,status94613,
55622,name85889,address47970,status35223,
36255,name29863,address5074,status49845,
21769,name37472,address61672,status19149,
98231,name98550,address63461,status36151,
97392,name91698,address25540,status80180,
9354,name46198,address72753,status75507,
498,name89044,address27704,status13983,
61096,name70921,address64727,status61833,
70630,name26842,address7317,status80493,
83073,name53097,address81196,status51075,
33417,name85204,address22337,status5925,
54443,name69226,address23733,status38680,
70709,name89226,address25940,status5017,
65433,name72347,address14410,status54597,
76395,name930,address63509,status56452,
49701,name57699,address41974,status788,
4874,name26679,address63393,status4206,
49446,name59781,address70452,status33846,
93556,name48033,address62213,status20100,
730,name31102,address15283,status95498,
67471,name95729,address30430,status91618,
25341,name41347,address10451,status45238,
38402,name89779,address79392,status98923,
42128,name37926,address99462,status34698,
92243,name31339,address54187,status55212,
23890,name96592,address73839,status23298,
69327,name32730,address80759,status35038,
52298,name79845,address53285,status23458,
59362,name70457,address87209,status41379,
48218,name92165,address54256,status13849,
79994,name32314,address45115,status64614,
19404,name98118,address19627,status47520,
78791,name30604,address83639,status21789,
46282,name24381,address90816,status15226,
19806,name10741,address98588,status60904,
65149,name34196,address4014,status53812,
99057,name52119,address50455,status22161,
72276,name76882,address56294,status55331,
1623,name205,address12459,status55435,
24543,name33400,address49417,status80010,
95370,name79788,address77673,status50388,
78160,name61568,address24299,status32179,
40836,name51813,address40440,status99221,
63992,name15102,address41107,status72691,
42496,name26751,address44398,status28606,
43600,name79969,address4216,status44168,
97439,name12159,address91252,status80460,
72012,name27632,address65861,status12028,
63103,name45793,address13765,status22917,
9129,name72910,address49557,status61313,
10853,name20893,address90670,status37016,
36032,name49400,address19415,status87924,
52884,name39909,address6416,status2720,
97232,name24899,address74122,status1723,
73652,name85603,address50585,status54655,
77655,name61697,address42722,status72905,
2443,name60829,address41966,status97892,
29849,name34778,address68705,status79351,
80115,name10244,address29287,status16119,
80117,name20862,address60234,status97425,
22045,name41569,address58410,status95897,
40782,name98337,address56145,status49818,
15310,name88927,address95191,status32645,
13791,name58180,address3462,status34802,
96725,name93929,address79302,status73828,
2425,name61811,address8362,status48555,
19449,name93532,address19157,status68611,
81193,name77644,address38762,status29562,
5370,name85095,address19120,status4655,
71061,name35295,address85758,status73526,
35253,name94826,address24488,status48824,
71518,name7375,address11494,status44375,
85278,name17978,address49342,status93102,
97150,name25487,address91341,status29943,
77988,name53915,address50135,status13415,
11529,name40390,address82984,status41940,
23090,name31044,address6598,status57782,
22093,name77707,address22358,status32459,
7402,name92862,address85319,status80789,
34099,name6920,address99038,status96062,
4458,name51237,address74143,status17180,
82877,name71610,address29429,status61775,
26600,name96357,address12287,status14150,
11816,name21775,address36120,status23106,
63639,name32413,address59104,status92403,
53801,name44582,address1516,status99998,
26466,name47487,address97222,status35712,
48402,name33202,address30274,status78988,
98094,name19693,address62687,status33296,
60747,name64471,address28246,status17814,
22969,name89853,address49699,status26854,
51387,name32267,address99405,status21417,
76479,name69302,address71827,status78120,
63038,name66261,address9268,status92658,
2513,name84816,address6747,status59901,
13069,name38193,address36614,status44484,
75869,name22488,address62225,status46159,
69467,name19946,address83844,status74673,
6729,name85494,address78090,status54324,
78750,name12571,address25260,status83836,
3027,name44721,address93274,status88895,
82237,name24868,address95660,status43179,
39607,name46297,address62160,status123,
51882,name68093,address47659,status79501,
62376,name39594,address9949,status40162,
41208,name79666,address74627,status91538,
61803,name71659,address3605,status26538,
53389,name49656,address68719,status89283,
151,name70800,address80846,status47200,
33858,name59918,address14800,status60932,
36534,name88692,address1309,status15725,
58432,name41692,address34373,status82065,
95009,name35516,address25343,status2259,
83747,name57717,address71185,status47074,
5832,name25624,address81805,status9263,
69019,name70070,address86264,status81576,
77063,name35619,address20166,status66838,
86182,name9926,address65633,status83695,
13009,name57504,address55785,status91001,
58967,name74326,address35573,status33372,
38857,name84668,address39607,status64003,
89650,name47904,address11806,status62735,
45859,name58929,address13301,status823,
66540,name52298,address45705,status80607,
92455,name84254,address60039,status42676,
12015,name67649,address88964,status37698,
27246,name18641,address91990,status79314,
60915,name94528,address86911,status24036,
54882,name59679,address60779,status93061,
2118,name24424,address70671,status66668,
25506,name23464,address60689,status57654,
21669,name84743,address77350,status80508,
603,name37846,address16726,status70191,
54144,name52627,address50812,status19216,
89615,name42172,address49321,status18189,
